Concept,# Imgs,Type,Sort Method for Colabels,Rule w/ Max F1,Simplified Rule,F1 SCORE,PRECISION,RECALL,True Pos (tp),All Pos (tp+fp),All Targets (tp+fn),Implicit True Negative (tn),Implicit False Negative (fn),Implicit Unlabeled,Implicit Accuracy (tn/(tn+fn))
animal,2759,obj,F1,(horn) | (stuffed) | (zebra),stuffed | zebra | horn,0.3094,0.2467,0.4146,1144,4637,2759,101825,1615,4637,0.9843870843
cocacola,157,obj,F1,(diet) | (erythroxyloncoca),erythroxyloncoca | diet,0.3094,0.3796,0.2611,41,108,157,107853,116,108,0.9989256175
seat,4085,obj,F1,(bicycle) | (motorcycle) | (toilet),toilet | bicycle | motorcycle,0.3082,0.2322,0.4585,1873,8068,4085,97797,2212,8068,0.9778819906
shelf,3751,obj,F1,(book) | (cabinet) | (counter),book | counter | cabinet,0.3082,0.2294,0.4695,1761,7677,3751,98410,1990,7677,0.9801792829
numeral,6744,obj,F1,(clock) | (train),train | clock,0.3081,0.2754,0.3495,2357,8558,6744,95132,4387,8558,0.9559179654
book,2597,obj,F1,(bookshelf & desk) | (bookshelf & pillow) | (bookshelf & shelf) | (bookshelf & sofa) | (desk & pillow) | (desk & shelf) | (pillow & shelf) | (shelf & sofa),(desk | bookshelf | shelf) & (pillow | bookshelf | shelf) & (sofa | desk | pillow | bookshelf) & (sofa | desk | pillow | shelf),0.3075,0.4568,0.2318,602,1318,2597,97694,954,9429,0.9903292515
minibike,534,obj,F1,(bicycle & motorcycle) | (kickstand & waterscooter) | (motorcycle & waterscooter),(motorcycle & bicycle) | (motorcycle & waterscooter) | (kickstand & waterscooter),0.3072,0.2125,0.5543,296,1393,534,102079,57,5941,0.9994419206
cloudy,4904,attr,F1,(cloud & sky) | (sky & tall) | (sky & tree) | (sky & water),sky & (cloud | tall | tree | water),0.3071,0.1904,0.7938,3893,20449,4904,56820,24,51233,0.9995777919
gymshoe,2828,obj,F1,(court & racket) | (court & shoe) | (court & tennisracket) | (racket & shoe) | (racket & sock) | (shoe & sock) | (shoe & tennisracket) | (sock & tennisracket),(shoe | racket | tennisracket) & (shoe | sock | court) & (racket | tennisracket | sock | court),0.307,0.2753,0.3469,981,3563,2828,94855,763,12459,0.9920203309
crippled,118,attr,F1,(accountant & gamecontroller) | (accountant & video) | (accountant & videogame) | (gamecontroller & video) | (video & videogame) | (videogame & wii),(gamecontroller & accountant) | (gamecontroller & video) | (wii & videogame) | (videogame & accountant) | (videogame & video) | (accountant & video),0.3066,0.2692,0.3559,42,156,118,106987,40,1050,0.9996262625
spacebar,117,obj,F1,(arrowkeys & key) | (arrowkeys & trackpad) | (computerkeyboard & key) | (computerkeyboard & trackpad) | (key & shiftkey),(key | trackpad) & (key | computerkeyboard | arrowkeys) & (shiftkey | computerkeyboard | arrowkeys),0.3062,0.3478,0.2735,32,92,117,106967,26,1084,0.9997569934
handlebar,655,obj,F1,(bicycle & pedalpoint) | (bicycle & spoke) | (kickstand & motorcycle) | (motorcycle & spoke),(motorcycle & kickstand) | (motorcycle & spoke) | (bicycle & spoke) | (bicycle & pedalpoint),0.3059,0.2876,0.3267,214,744,655,102065,46,5966,0.9995495098
rain,298,obj,F1,(raincoat & umbrella) | (raincoat & wet) | (raindrop & umbrella) | (raindrop & wet) | (showery & umbrella) | (umbrella & wet),(umbrella | wet) & (raindrop | umbrella | raincoat) & (raindrop | showery | raincoat | wet),0.3059,0.2375,0.4295,128,539,298,101847,57,6173,0.99944065
fire,668,attr,F1,(burn) | (waterfaucet),burn | waterfaucet,0.3058,0.2383,0.4266,285,1196,668,106498,383,1196,0.9964165754
petal,343,obj,F1,(bud & root) | (bud & vase) | (root & rose) | (root & vase),(root | vase) & (root | bud) & (rose | vase | bud),0.3056,0.2918,0.3207,110,377,343,104024,111,3942,0.998934076
patched,987,attr,F1,(giraffe & horn) | (giraffe & neck) | (giraffe & topographicpoint),giraffe & (topographicpoint | horn | neck),0.3052,0.2284,0.46,454,1988,987,98487,340,9250,0.9965596446
truck,3899,obj,F1,(parked) | (tire) | (vehicle),tire | parked | vehicle,0.3052,0.2054,0.5943,2317,11283,3899,95212,1582,11283,0.9836560117
pasta,163,obj,F1,(broccoli & noodle) | (flavorer & macaroni) | (macaroni & noodle) | (noodle & spaghetti),(flavorer | noodle) & (macaroni | noodle) & (macaroni | broccoli | spaghetti),0.3048,0.3868,0.2515,41,106,163,106805,64,1208,0.999401136
reduce,486,rel,F1,(bride & cake) | (bride & knife) | (cake & knife) | (cut & knife) | (cut & scissors),(bride & knife) | (bride & cake) | (knife & cake) | (knife & cut) | (scissors & cut),0.3042,0.2623,0.3621,176,671,486,102945,140,4992,0.9986418975
rider,665,obj,F1,(depend_on & horse) | (helmet & horse) | (helmet & motorcycle) | (motorcycle & saddle),(motorcycle & saddle) | (motorcycle & helmet) | (depend_on & horse) | (horse & helmet),0.304,0.2061,0.5789,385,1868,665,96224,57,11796,0.9994079829
pink,10857,attr,F1,(flower) | (girl),girl | flower,0.3039,0.2931,0.3155,3425,11687,10857,88958,7432,11687,0.922896566
steam,194,obj,F1,(arrive & conductor) | (arrive & locomotive) | (arrive & smoke) | (arrive & steamer) | (conductor & smoke) | (locomotive & smoke) | (locomotive & steamer) | (smoke & steamer),(smoke | arrive | steamer) & (smoke | arrive | locomotive) & (smoke | steamer | conductor | locomotive) & (arrive | steamer | conductor | locomotive),0.3034,0.2739,0.3402,66,241,194,106226,57,1794,0.999463696
grassy,2386,attr,F1,(area & field) | (area & grass) | (crop & field) | (field & grass) | (field & hill) | (grass & hill),(field | grass) & (area | field | hill) & (area | grass | crop | hill),0.3029,0.2014,0.6102,1456,7229,2386,84121,177,23779,0.9979003061
cook,366,attr,F1,(apron & chef) | (apron & oven) | (apron & pan) | (apron & stove) | (chef & oven) | (chef & pan) | (chef & stove) | (oven & pan) | (pan & stove),(apron | chef | pan) & (stove | oven | apron | chef) & (stove | oven | apron | pan) & (stove | oven | chef | pan),0.3028,0.2542,0.3743,137,539,366,105159,106,2812,0.9989930176
arrow,1933,obj,F1,(indicate & sign) | (indicate & street) | (indicate & trafficlight) | (sign & trafficlight),(indicate | trafficlight) & (indicate | sign) & (trafficlight | sign | street),0.3027,0.3092,0.2964,573,1853,1933,85718,275,22084,0.9968020653
kickstand,375,obj,F1,(fender & motorcycle) | (gastank & motorcycle) | (handlebar & motorcycle),motorcycle & (fender | handlebar | gastank),0.3024,0.2541,0.3733,140,551,375,104769,68,3240,0.999351374
hill,3965,obj,F1,(cloud & mountain) | (cloud & snow) | (mountain & ski) | (mountain & sky) | (mountain & snow) | (ski & snow) | (sky & snow),(mountain | snow) & (mountain | ski | cloud | sky) & (ski | cloud | sky | snow),0.3023,0.2558,0.3695,1465,5727,3965,77798,844,29435,0.9892678213
christmas,146,attr,F1,(christmasbush & decoration) | (christmasbush & santaclaus) | (decoration & santaclaus) | (decoration & vacation) | (decoration & wreath),(christmasbush | decoration) & (decoration | santaclaus) & (vacation | christmasbush | santaclaus | wreath),0.3022,0.4304,0.2329,34,79,146,106575,52,1450,0.9995123186
crash,573,attr,F1,(surfboard & wave) | (wave & wetsuit),wave & (wetsuit | surfboard),0.3018,0.1912,0.7155,410,2144,573,103297,26,4754,0.9997483619
breakfast,153,obj,F1,(bacon & egg) | (bacon & pancake) | (bacon & toast) | (egg & scrambled) | (egg & toast),(bacon | egg) & (pancake | toast | egg) & (bacon | scrambled | toast),0.3015,0.2849,0.3203,49,172,153,107112,58,907,0.9994588038
cone,1312,obj,F1,(airplane & orange) | (airplane & trafficcone) | (orange & tarmacadam) | (orange & traffic) | (orange & trafficcone),(orange | airplane) & (orange | trafficcone) & (tarmacadam | traffic | airplane | trafficcone),0.3015,0.3427,0.2691,353,1030,1312,87054,244,20779,0.9972049761
lampshade,589,obj,F1,(bed & lamp) | (headboard & lamp) | (lamp & nightstand) | (lamp & pillow),lamp & (nightstand | bed | pillow | headboard),0.3004,0.2175,0.4856,286,1315,589,101025,65,6987,0.9993570086
winebottle,259,obj,F1,(cork & wineglass) | (label & wine) | (label & wineglass) | (wine & winerack) | (wineglass & winerack),(wineglass | wine) & (wineglass | winerack | label) & (winerack | cork | label),0.3004,0.3583,0.2587,67,187,259,105412,68,2597,0.999355328
peel,172,obj,F1,(banana & bananapeel) | (banana & bare-assed),banana & (bananapeel | bare-assed),0.3,0.3889,0.2442,42,108,172,106302,62,1713,0.999417096
porcelain,818,attr,F1,(bathroom & sink) | (bathroom & toilet) | (faucet & toilet) | (sink & toilettissue),(bathroom & sink) | (bathroom & toilet) | (sink & toilettissue) | (faucet & toilet),0.3,0.2101,0.5244,429,2042,818,103453,203,4421,0.9980415991
wet,3027,attr,F1,(beach & wave) | (ocean & surfboard) | (surfboard & water) | (surfboard & wave),(beach | surfboard) & (wave | surfboard) & (water | ocean | wave),0.2996,0.2831,0.3181,963,3402,3027,92882,1237,13958,0.9868570639
coffeemaker,207,obj,F1,coffeepot,coffeepot,0.2994,0.3937,0.2415,50,127,207,107793,157,127,0.998545623
coffeepot,127,obj,F1,coffeemaker,coffeemaker,0.2994,0.2415,0.3937,50,207,127,107793,77,207,0.9992861778
bag,8275,obj,F1,(fictile) | (transport),transport | fictile,0.2992,0.2883,0.3111,2574,8929,8275,93447,5701,8929,0.9425001009
salad,564,obj,F1,boodle,boodle,0.2992,0.256,0.3599,203,793,564,106923,361,793,0.9966350994
smoke,795,obj,F1,(arrive & engine) | (arrive & jet) | (arrive & steam) | (arrive & train) | (jet & steam) | (steam & train),(steam | arrive) & (arrive | jet | train) & (steam | engine | jet | train),0.2989,0.534,0.2075,165,309,795,100457,307,7313,0.996953277
sugar,349,obj,F1,powdered,powdered,0.298,0.472,0.2178,76,161,349,107643,273,161,0.9974702546
soil,4936,obj,F1,(bat) | (dirt),bat | dirt,0.2974,0.3449,0.2613,1290,3740,4936,100691,3646,3740,0.9650555412
cleat,618,obj,F1,(ballplayer & baseball) | (baseball & newjersey) | (baseball & uniform) | (newjersey & player) | (newjersey & uniform) | (player & uniform),(player & uniform) | (player & newjersey) | (baseball & uniform) | (baseball & newjersey) | (baseball & ballplayer) | (uniform & newjersey),0.2973,0.2,0.5793,358,1790,618,102814,88,5175,0.9991448174
baby,1993,attr,F1,(adult) | (mother),adult | mother,0.2968,0.3722,0.2469,492,1322,1993,105254,1501,1322,0.9859397686
flag,3343,obj,F1,(american) | (banner),american | banner,0.2968,0.3583,0.2534,847,2364,3343,103217,2496,2364,0.976388902
duck,368,obj,F1,(beak & bill) | (beak & goose) | (beak & swim) | (bill & feather) | (bill & swim) | (feather & goose) | (feather & swim) | (goose & swim),(feather | swim | beak) & (bill | goose | swim) & (feather | bill | goose | beak),0.2966,0.5649,0.2011,74,131,368,105852,160,2065,0.9984907369
branch,3977,obj,F1,(bare & giraffe) | (bare & leaf) | (bare & tree) | (giraffe & tree) | (giraffe & trunk) | (leaf & trunk),(leaf & trunk) | (leaf & bare) | (tree & giraffe) | (tree & bare) | (giraffe & trunk) | (giraffe & bare),0.2964,0.2518,0.3601,1432,5686,3977,72611,305,35161,0.9958171046
marry,150,attr,F1,(bridalgown) | (bride) | (groom) | (weddingcake),bride | groom | bridalgown | weddingcake,0.2961,0.2922,0.3,45,154,150,107818,105,154,0.9990270841
thumb,919,obj,F1,(fingernail) | (nail) | (thumbnail),nail | fingernail | thumbnail,0.2959,0.2721,0.3243,298,1095,919,106361,621,1095,0.9941952852
dishwasher,331,obj,F1,(cabinet & kitchen & microwave) | (cabinet & kitchen & stainlesssteel) | (cabinet & microwave & stainlesssteel) | (cabinet & microwave & stove) | (cabinet & stainlesssteel & stove) | (kitchen & microwave & stainlesssteel) | (kitchen & microwave & stove),(stainlesssteel | microwave) & (microwave | cabinet) & (kitchen | cabinet) & (stainlesssteel | stove | kitchen) & (stainlesssteel | stove | cabinet) & (stove | microwave | kitchen),0.2955,0.2289,0.4169,138,603,331,103494,17,4566,0.9998357662
chef,115,obj,F1,(apron & baker) | (apron & chef's) | (apron & chefhat) | (apron & cook) | (chef's & chefhat) | (chef's & cook),(chef's | apron) & (chefhat | cook | apron) & (chef's | chefhat | cook | baker),0.2952,0.3263,0.2696,31,95,115,107286,38,753,0.9996459319
disk,581,obj,F1,(coffee & teacup) | (coffeecup & spoon) | (cup & spoon) | (cup & teacup) | (spoon & teacup),(teacup | spoon) & (teacup | coffeecup | cup) & (coffee | cup | spoon),0.2952,0.3073,0.284,165,537,581,102471,214,5392,0.9979159566
goose,102,obj,F1,(canadian & feather) | (duck & feather) | (duck & lacy) | (duck & swan) | (feather & swan) | (lacy & swan),(swan & duck) | (swan & feather) | (swan & lacy) | (duck & feather) | (duck & lacy) | (feather & canadian),0.2946,0.2705,0.3235,33,122,102,106615,32,1430,0.9996999447
toasted,366,attr,F1,(boodle & bread) | (bread & broiled) | (bread & sandwich) | (broiled & bun) | (broiled & sandwich),(bread | broiled) & (bread | sandwich | bun) & (boodle | broiled | sandwich),0.2945,0.2145,0.4699,172,802,366,104835,66,3176,0.9993708354
house,4405,obj,F1,(building & chimney) | (chimney & roof) | (chimney & tree) | (chimney & window) | (roof & tree),(roof | chimney) & (tree | chimney) & (roof | window | building | tree),0.294,0.3239,0.2692,1186,3662,4405,57003,532,50542,0.9907534544
sit,13164,rel,F1,(along & table) | (along & wear) | (man & table) | (shirt & table) | (shirt & wear) | (table & wear),(table | wear) & (along | table | shirt) & (along | shirt | man | wear),0.2937,0.1981,0.5675,7471,37714,13164,15543,649,91885,0.9599184783
mother,316,obj,F1,(adult & baby) | (adult & babyelephant) | (adult & nurse) | (baby & ma) | (baby & nurse),(baby | adult) & (ma | nurse | adult) & (nurse | baby | babyelephant),0.2932,0.2585,0.3386,107,414,316,105146,81,2850,0.9992302356
plaything,1083,obj,F1,stuffed,stuffed,0.2925,0.3099,0.277,300,968,1083,106326,783,968,0.9926896899
lamb,260,obj,F1,(ewe & goat) | (ewe & sheep) | (flocculent & sheep) | (goat & sheep) | (sheep & wool),(ewe | sheep) & (goat | sheep) & (ewe | goat | flocculent | wool),0.2919,0.225,0.4154,108,480,260,106448,27,1602,0.9997464193
pot,2192,obj,F1,(pan) | (plant) | (stove),pan | plant | stove,0.2919,0.1914,0.615,1348,7044,2192,100189,844,7044,0.9916462938
brush,894,obj,F1,(bristle) | (toothbrush),toothbrush | bristle,0.2915,0.3839,0.2349,210,547,894,106846,684,547,0.9936389845
cattle,222,obj,F1,(cow & herd) | (cow & pasture),cow & (herd | pasture),0.2913,0.2587,0.3333,74,286,222,105712,29,2336,0.999725745
moped,189,obj,F1,waterscooter,waterscooter,0.2912,0.2087,0.4815,91,436,189,107543,98,436,0.9990895662
waterscooter,436,obj,F1,moped,moped,0.2912,0.4815,0.2087,91,189,436,107543,345,189,0.9968022394
boot,2371,obj,F1,(glove & goggles) | (glove & ski) | (glove & snow) | (goggles & helmet) | (goggles & ski) | (ski & snow),(ski & goggles) | (ski & glove) | (ski & snow) | (goggles & glove) | (goggles & helmet) | (glove & snow),0.2906,0.2517,0.3437,815,3238,2371,95673,947,11457,0.9901987166
vitamine,164,obj,F1,(iodine & nitrogen) | (iodine & oxygen) | (nitrogen & radius) | (nitrogen & thyroxine) | (oxygen & radius) | (radius & thyroxine),(oxygen & radius) | (oxygen & iodine) | (radius & thyroxine) | (radius & nitrogen) | (thyroxine & nitrogen) | (nitrogen & iodine),0.2901,0.3878,0.2317,38,98,164,107330,79,668,0.9992644937
cowboy,150,attr,F1,(cowboyhat) | (lasso) | (rodeo),rodeo | lasso | cowboyhat,0.2898,0.3083,0.2733,41,133,150,107835,109,133,0.9989902171
step,1440,obj,F1,(bannister) | (measure) | (stairway),stairway | bannister | measure,0.2897,0.2447,0.3549,511,2088,1440,105060,929,2088,0.9912349395
rocky,1100,attr,F1,(cliff & hill) | (cliff & mountain) | (cliff & rock) | (cliff & shore) | (mountain & rock) | (rock & shore),(cliff | rock) & (mountain | cliff | shore) & (mountain | rock | shore | hill),0.2887,0.2736,0.3055,336,1228,1100,94369,205,13503,0.9978323852
flip,328,attr,F1,(baseball & hold) | (hold & mound) | (hold & pitcher) | (mound & outfield) | (mound & pitcher) | (outfield & pitcher),(baseball & hold) | (outfield & pitcher) | (outfield & mound) | (pitcher & hold) | (pitcher & mound) | (hold & mound),0.2885,0.2625,0.3201,105,400,328,104914,184,2979,0.9982492531
push,397,rel,F1,(babybuggy) | (saunterer),saunterer | babybuggy,0.2885,0.3172,0.2645,105,331,397,107454,292,331,0.9972899226
spectacles,5336,obj,F1,(face & hair & shirt) | (face & hair & wear) | (face & hair & woman) | (face & shirt & wear) | (face & shirt & woman) | (face & wear & woman) | (hair & shirt & woman),(face | woman) & (face | shirt) & (face | hair) & (woman | shirt | wear) & (woman | shirt | hair) & (woman | wear | hair) & (shirt | wear | hair),0.2885,0.2416,0.3579,1910,7906,5336,57758,468,49851,0.9919623536
microphone,265,obj,F1,(dais) | (mic) | (microphonestand) | (sing),microphonestand | sing | mic | dais,0.2882,0.3495,0.2453,65,186,265,107691,200,186,0.9981462773
railway,597,obj,F1,(gravel & path & train) | (gravel & path & traincar) | (gravel & traincar & traintracks) | (path & train & traincar) | (path & train & traintracks),(traincar | train) & (traincar | path) & (train | gravel) & (gravel | path) & (path | traintracks) & (traincar | gravel | traintracks),0.288,0.1997,0.5159,308,1542,597,101242,22,6813,0.9997827461
shrub,6324,obj,F1,(grass & green & leaf) | (grass & green & tall) | (grass & green & tree) | (grass & leaf & tall) | (grass & tall & tree) | (green & leaf & tree),(leaf | grass) & (tree | grass) & (tall | green) & (green | grass) & (leaf | tree | tall) & (leaf | tree | green),0.2878,0.2089,0.4622,2923,13992,6324,44068,347,63662,0.9921873241
american,650,attr,F1,flag,flag,0.2875,0.1717,0.8831,574,3343,650,104658,76,3343,0.9992743522
sodiumcarbonate,451,obj,F1,(can & cocacola) | (can & drink) | (can & erythroxyloncoca) | (can & pepsi) | (cocacola & drink) | (cocacola & erythroxyloncoca) | (drink & erythroxyloncoca) | (drink & pepsi) | (erythroxyloncoca & pepsi),(can | drink | erythroxyloncoca) & (can | drink | pepsi | cocacola) & (can | erythroxyloncoca | pepsi | cocacola) & (drink | erythroxyloncoca | pepsi | cocacola),0.2875,0.4631,0.2084,94,203,451,104796,187,3094,0.9982187592
